CODI_ATC;NOMBRE
B02BC;BERIPLAST P COMBI
B02BD;BERIPLEX
R03AK;BERODUAL
L03AX;BEROMUN
R03CC;BEROTEC
R03AC;BEROTEC INHALETAS
L01BA;BERTANEL
M03AC;BESILATO ATRACURIO
N06AB;BESITRAN
A11DB;BESTER COMPLEX
R01AX;BESTROLINA CUSI
M02AX;BETA ALCANFORADO
D01AC;BETA MICOTER
M02AX;BETA ROMERO
D08AG;BETADINE  GEL
D08AG;BETADINE ANTISEP
R02AA;BETADINE BUCAL 
D08AG;BETADINE CAPILAR
D08AG;BETADINE CHAMPU
A01AB;BETADINE GARGARISMOS
D08AG;BETADINE GERVASI
D08AG;BETADINE HIDROALCOHOLICO
D08AG;BETADINE SCRUB
D08AG;BETADINE SOLU DERMICA
D08AG;BETADINE SOLU JABONOSA
G01AX;BETADINE VAGINAL
C07FA;BETADIPRESAN
C07FA;BETADIPRESAN DIU
L03AB;BETAFERON
S01ED;BETAGAN
N07CA;BETAHISTINA
D07AC;BETAMATIL
D07CC;BETAMATIL CON NEOMICINA
J01CG;BETAMAZ
H02AB;BETAMETASONA
R03AC;BETAMICAN
R03AC;BETAMICAN ACCUHALER
M01BA;BETARTRINOVO
C07CB;BETASIT PLUS
D09AA;BETATUL
S01ED;BETAXOLOL
G01AX;BETAYODO OVULOS
D07AC;BETNOVATE
S01ED;BETOPTIC
A13AA;BETOXIN
R03BA;BETSURIL
D07AC;BETTAMOUSSE
R05DA;BEXATUS
D07CB;BEXICORTIL
M02AC;BEXIDERMIL
D07AC;BEXILONA
M01AE;BEXISTAR
V07AB;BI HIDROL
B03AD;BIALFER
B03BB;BIALFOLI
V06DC;BIBERON GLUCOSADO
A07CA;BIBERON SALINO
B05ZB;BICAFLAC C/ POTASIO
L02BB;BICALUTAMIDA
L02BB;BICAMYLAN
B05DB;BICANOVA
L02BB;BICARBEX
A02AH;BICARBONATO DE SOSA
A02AH;BICARBONATO SOD
B05XA;BICARBONATO SOD INY
R05DA;BICASAN
B05DB;BICAVERA GLUCOSA
C09BA;BICETIL
J01GB;BICLIN
A07EA;BIDICLIN
G04CX;BIDROLAR
C02LA;BIETAPRES COMPLEX
C10AX;BIFENABID
M05BA;BIFOAL SEMANAL
D01AC;BIFOKEY
C01CA;BIFORT
J01CR;BIGPEN
R06AX;BILAXTEN
A05AX;BILICANTA
A05AA;BILIFALK
S01GX;BILINA
R01AC;BILINA NASAL
V08AC;BILIOPACO
A05AB;BILIPLUS
V08AC;BILISEGROL
C09BB;BIMADE
J01CA;BIMOXI
J01CA;BIMOXI MUCOLITICO
C10AB;BINIWAS
C10AB;BINIWAS RETARD
B03XA;BINOCRIT
R05CZ;BIO ESPECTRUM RETARD
J01FA;BIO EXAZOL
A15AA;BIO HISTOGEN
A07AX;BIO HUBBER FUERTE
A13AA;BIO STAR
L02BB;BIOBICA
D11AC;BIOCADMIO
D03BA;BIOCATALASE
J01DD;BIOCEF
B02BD;BIOCLATE
A07EA;BIOCORTISON ENEMA
C01BA;BIOCORYL
R06AA;BIODRAMINA
R06AA;BIODRAMINA CAFEINA
G03CA;BIOENZYME
A13AA;BIOFONS
A06AC;BIOLID
A15AA;BIOMAX
A11CB;BIOMINOL A D HIDROSOLUBLE
A11CA;BIOMINOL A HIDROSOLUBLE
H05BA;BIONOCALCIN
N02BA;BIONTOP
A06AC;BIOPASAL FIBRA
B01AC;BIOPLAK
J01DA;BIOSCEFAL
D11AC;BIOSELENIUM
H01CB;BIOSTATINE
L01CA;BIOVELBIN
J01CA;BIOXIDONA
N03AX;BIPOMAX
C09BA;BIPREDONIUM
C09BA;BIPRETERAX
D08AX;BISEPTIDINE
A02AG;BISMUTROPINA
R05X;BISOLGRIP
R05X;BISOLGRIP FORTE
R05CB;BISOLMED
R05DA;BISOLTUS
R05CB;BISOLVON
R05CZ;BISOLVON AMOXYCILINA
J01CA;BISOLVON AMPICILINA
R05DA;BISOLVON ANTITUSIVO COMPOSITUM
J01AA;BISOLVON CICLINA
R05FA;BISOLVON COMPOSITUM
R05CB;BISOLVON MUCOLITICO
C07AB;BISOPROLOL COR
C07BB;BISOPROLOL/HIDROCLOROTIAZIDA
C09AA;BITENSIL
C09BA;BITENSIL DIU
M04AA;BIURICOWAS
J01RA;BLANDIN
D03AX;BLASTOESTIMULINA
S01XA;BLASTOESTIMULINA OFTALMICA
D06AX;BLASTOESTIMULINA TOPICA
G01AF;BLASTOESTIMULINA VAGINAL
A03FA;BLASTON
J01CA;BLENOX
L01DC;BLEOMICINA
G04BD;BLEUKAWINE
C07AA;BLOCADREN 10 MG 500 COMPRIMIDOS
C07AA;BLOCOTIN
V07AB;BLODEX
C07AB;BLOKIUM
C07CB;BLOKIUM DIU
C09CA;BLOPRESS
C09DA;BLOPRESS FORTE
C08CA;BLOTENSOR
G02CX;BLUNA
M03AX;BOCOUTURE
N07XX;BOGIL
A12BA;BOI K
A12BA;BOI K ASPARTICO
R03DA;BOIFILINA
J01RA;BOIPULMONALE
R03DB;BOIPULMONALE SIMPLE
J01CA;BOLCHIPEN
A06AB;BOLDOLAXIN
A05AB;BOLDOSAL
N02BE;BOLIDOL
N02BE;BOLIDOL CODEINA
G03DC;BOLTIN
C10AB;BOLUTOL
D05AX;BONALFA
M05BA;BONDENZA
M05BA;BONDRONAT
M05BA;BONEFOS
A12AX;BONESIL D FLAS
M05BA;BONVIVA
J07AJ;BOOSTRIX
S01GA;BORADREN
S01GA;BORALINE
J01CA;BORBALAN
L02AB;BOREA
M01AC;BOSPORON
M01AC;BOSPORON RAPID
D08AF;BOTINIT
M03AX;BOTOX
B02BX;BOTROPASE
B01AB;BOXOL
V04CE;BOYDENEX
A05BA;BRAFOLIN
C08CA;BRAINAL
J01GB;BRAMITOB
C04AX;BRANEX
C10AB;BRATENOL
D08AG;BRAUNODERM COLOREADO
D08AG;BRAUNOL
G03GA;BRAVELLE
J01FA;BREMON
J01FA;BREMON UNIDIA
D01AC;BRENTAN
R03BB;BRETARIS
C07AB;BREVIBLOC
M01AC;BREXINIL
V09DA;BRIDATEC
V03AB;BRIDION
J01EE;BRIDOTRIM
B01AC;BRILIQUE
S01EA;BRIMONIDINA COLIRTEVA
C01BG;BRINAVESS
C02LA;BRINERDINA
J05AB;BRINIX
R03AK;BRISAIR
R03AK;BRISAIR ACCUHALER
J01DB;BRISFIRINA BALSAMICA
J01DC;BRISORAL
J01AA;BRISTACICLINA
J01AA;BRISTACICLINA DENTAL
C10AA;BRISTACOL
J01CA;BRITAMOX
J01CA;BRITAPEN
J01CA;BRIXILON
R03CC;BRODIWAS
J01CA;BROLIMINE ANTIBIOTICO
A02BA;BROLIN
R05CB;BROLUIDAN
N05BA;BROMAZEPAM
R03BB;BROMURO DE IPRATROPIO
M03AC;BROMURO DE ROCURONIO
M03AC;BROMURO DE VECURONIO
R05CB;BRONCIMUCIL
R03BA;BRONCIVENT
R05CZ;BRONCO ASEPTILEX FUERTE
J01AA;BRONCO ASEPTILEX TETRA
R05CZ;BRONCO BACTIFOR
R05FA;BRONCO MEDICAL
R05CZ;BRONCO PENSUSAN
J01CA;BRONCO QUINTOXIL
R05CZ;BRONCO TONIC
J01CA;BRONCOBIOXIN
J01AA;BRONCOFENIL FORTE
R05FA;BRONCOFORMO MUCO DEXA
J01FA;BRONCOLITIC
R05CZ;BRONCOMEGA
R05CZ;BRONCOMICIN BALS
R05CZ;BRONCONOVAG
R03AC;BRONCORAL
J01CA;BRONCOSOLVENTE EP
R03AC;BRONCOSPASMIN
R03CC;BRONCOTRATE
J01CA;BRONCOTYFEN
R05CZ;BRONCOVIR FORTE
R05DA;BRONCOVITAL
R03DB;BRONDILAT
J01CA;BRONDIX
J01EE;BRONGENIT
R03DB;BRONQUIASMOL
J01RA;BRONQUIBYS
R05CZ;BRONQUICISTEINA
J01RA;BRONQUIDIAZINA A
R05CZ;BRONQUIMAR
R05FB;BRONQUIMAR VITAMINA A
R05CZ;BRONQUIMUCIL
R05CZ;BRONQUINFLAMATORIA
J01AA;BRONQUINFLAMATORIA INY
R05CZ;BRONQUIUM
R05CZ;BRONQUIUM AMOXICILINA
R03DA;BRONSAL
J01FA;BRONSEMA
R05CZ;BRONSEMA EXPECTORANTE
R05CA;BROTA RECTAL BALSAMICO
J01RA;BROTAMICINA
M01AX;BROTAZONA
J01CA;BROXAMOX
M01AE;BRUFEN
A01AB;BUCO REGIS
J01AA;BUCOCILINA
R02AA;BUCODRIN
R02AA;BUCOMETASANA
R02AA;BUCOSPRAY
R01AD;BUDENA
R03BA;BUDESONIDA AEROSOL
R01AD;BUDESONIDA NASAL
N02BB;BUDIROL
N01BB;BUPIVACAINA
N07BC;BUPRENORFINA
N02AE;BUPREX
J01CR;BURMICIN
A02X;BUSCALIDE
A03BB;BUSCAPINA
A03DB;BUSCAPINA COMPOSITUM
A03CA;BUSCOPAX
J01EE;BUSETAL
R06AX;BUSIDRIL
L01AB;BUSILVEX
N05BE;BUSPAR
N05BE;BUSPISAL
L01AB;BUSULFAN
L01AB;BUSULFANO
M01AA;BUTADIONA
M01AA;BUTAZOLIDINA
M01AB;BUTIDIL
M01AB;BUTILOPAN
C03CA;BUTINAT
R03AC;BUTO AIR
R03AC;BUTO ASMA
R03DB;BUTO ASMA TEOFILINA
R03AK;BUTOSOL
A10BX;BYDUREON
A10BX;BYETTA
B02BA;C K RUTINA ROGER
G02CB;CABERGOLINA DEPRONAL
C10BX;CADUET
L01DB;CAELYX
N02CA;CAFERGOT
N02BB;CAFETO VIN
N02BA;CAFIASPIRINA
C01DA;CAFINITRINA
A12AX;CAL D VITA
D04AA;CALADRYL
M05BA;CALBION SEMANAL
A12AX;CALCIAL D
A12AA;CALCIDREI
A11CC;CALCIJEX
A11AA;CALCINATAL
A12AA;CALCIO
A11AA;CALCIO 20 COMPLEX
A12AA;CALCIO 20 EMULSION
A12AX;CALCIO 20 FUERTE
A12AX;CALCIO D ISDIN
A12AX;CALCIO GEVE D Y C
A12AX;CALCIO/VITAMINA D3
A12AX;CALCIORETARD
B01AB;CALCIPARINA CHOAY
J01CE;CALCIPEN
A01AA;CALCIPOT FLUOR
H05BA;CALCITONINA
A11CC;CALCITRIOL
A12AA;CALCIUM SANDOZ
A12AA;CALCIUM SANDOZ C
A12AX;CALCIUM SANDOZ D
A12AA;CALCIUM SANDOZ FORTE
A12AX;CALCIUM SANDOZ FORTE D
D11AF;CALLICIDA SALVE
D11AF;CALLICIN
D11AF;CALLIVORO MARTHAND
D11AF;CALLIX
D11AF;CALLOFIN
D11AF;CALLOVERK
R05X;CALMAGRIP
R05X;CALMAGRIP FORTE
N02BE;CALMANTE DENTAL BROTA
N02BA;CALMANTE VITAMINADO EFERV PEREZ GIMENEZ
N02BE;CALMANTICOLD
N02BA;CALMANTINA
D04AX;CALMAPICA
N05AX;CALMAPRIDE
M02AA;CALMATEL
N05BA;CALMAVEN
A02BX;CALMIDAN
M02AX;CALMIN
M02AX;CALMIN OLEUM
D07AA;CALMIOX
N02BA;CALMO YER CAFEINA
N02BB;CALMOPLEX
C08CA;CALNIT
A12AX;CALODIS
H05BA;CALOGEN
H05BA;CALOGEN NASAL
H05BA;CALSYNAR
H05BA;CALSYNAR NASAL
N06AB;CALTON
R05FA;CALTOSON BALSAMICO
R01AX;CALYPTOL INHALANTE
J01DA;CAMIL
N07BB;CAMPRAL
L01XX;CAMPTO
J02AC;CANADIOL
J02AX;CANCIDAS
C09CA;CANDESARTAN
C09DA;CANDESARTAN/HIDROCLOROTIAZIDA
J02AC;CANDIFIX
D01AC;CANESDERM PIE
D01AC;CANESPIE
D01AC;CANESTEN
A12AA;CANFO NAVARRO
A12AA;CAOSINA
A12AX;CAOSINA D
J01XX;CAPASTAT
B05DB;CAPD
B05DB;CAPD/DPCA
C09DB;CAPENON
C09DX;CAPENON HCT
C05CX;CAPILAREMA
D08AX;CAPOTA
C09AA;CAPOTEN
C09AA;CAPOTEN COR
B02AA;CAPROAMIN FIDES
B02BA;CAPROFIDES HEMOSTATICO
N01BX;CAPSICIN CREMA
M02AB;CAPSICUM
M02AB;CAPSIDOL
C09AA;CAPTOPRIL
C09BA;CAPTOPRIL+HIDROCLOROTIAZIDA
C09AA;CAPTOSINA
R05CA;CARAMELOS AGUA DEL CARMEN
A11GA;CARAMELOS VITAMINA C
C09AA;CARASEL
A16AA;CARBAGLU
N03AF;CARBAMAZEPINA
H05BA;CARBICALCIN
N04BA;CARBIDOPA LEVODOPA
N01BA;CARBOCAINA
A12AA;CARBOCAL
A12AX;CARBOCAL D
R05CB;CARBOCISTEINA
A07BA;CARBOLIQ
A07BA;CARBON ULTRA ADSOR
A12AX;CARBONATO CALCICO/COLECALCIFEROL
L01XA;CARBOPLATINO
C07AB;CARDEM
B05XA;CARDI-BRAUN REPERFUSION
C01DA;CARDIODISCO
V09GA;CARDIOLITE
C01DA;CARDIONIL
C01BA;CARDIOQUINE
C01DA;CARDIOVAS RETARD
V03AF;CARDIOXANE
C08DB;CARDISER RETARD
C01CE;CARDOMEL
C02CA;CARDURAN
C02CA;CARDURAN NEO
C10AA;CARDYL
D02AB;CARENA
R06AA;CARIBAN
J01DA;CARICEF
A11JC;CARLOREN
A02AF;CARMINATIVO IBYS
A16AX;CARMINATIVO JUVENTUS
A16AA;CARNICOR
A13AA;CARNITICAL
A13AA;CARNITINA
S01EB;CARPINPLAST
C08DB;CARRELDON RETARD
M01AX;CARTISORB
N01BB;CARTUCHO STOMA
M01AA;CARUDOL
C07AG;CARVEDILOL
A04AA;CARVYX
N06AB;CASBOL
A07FA;CASENFILUS
A06AD;CASENGLICOL
A06AD;CASENLAX
L02BB;CASODEX
D11AC;CASPISELENIO
N02BA;CASPRIUM RETARD
C02AC;CATAPRESAN
A05BA;CATERGEN
J01MA;CATEX
G04BE;CAVERJECT
R01AX;CAVUM
J01DF;CAYSTON
L01AD;CCNU
V09IA;CEA SCAN
A11GA;CEBION
A11GA;CEBION FORTE
J01DC;CECLOR
J01DC;CECLOR RETARD
A11GA;CECRISINA
J01DD;CEDAX
N05CF;CEDROL
J01DA;CEFA RESAN
J01DB;CEFABIOT
N06BX;CEFABOL
J01DB;CEFACENE
J01DC;CEFACLOR
J01DD;CEFACRON
J01DA;CEFADINA
J01DB;CEFADREX
J01DB;CEFADROXILO
J01DA;CEFAKES
J01DB;CEFALEXGOBENS
J01DA;CEFALEXINA ANTIBIOTICOS
J01DA;CEFALIVAL
J01DA;CEFALOREX
J01DB;CEFALOTINA SODICA
J01DA;CEFAMANDOLE
J01DB;CEFAMEZIN
J01DA;CEFAMISO
J01DB;CEFAMUSEL
J01DC;CEFAXICINA
J01DB;CEFAZOLINA
J01DE;CEFEPIMA
J01DB;CEFIBACTER
J01DD;CEFIXIMA
J01DD;CEFIZOX
J01DD;CEFOBID
J01DC;CEFONICID
J01DA;CEFONICIDA
J01DD;CEFOTAXIMA
J01DC;CEFOXITINA
J01DD;CEFPODOXIMA
J01DA;CEFRAL
J01DA;CEFROXIL
J01DD;CEFTAZIDIMA
J01DD;CEFTRIAXONA
J01DC;CEFUROXIMA
M01AH;CELEBREX
H02BX;CELESEMINE
D07CC;CELESTODERM GENTAMICINA
D07AC;CELESTODERM V
H02AB;CELESTONE
H02AB;CELESTONE CRONODOSE
H02AB;CELESTONE ORAL REPETABS
S01CA;CELESTONE S COLOIDE COLIRIO
L04AA;CELLCEPT
S01XA;CELLUFRESH
S01XA;CELLUVISC
J05AX;CELSENTRI
V07AB;CELSIOR
N07BB;CELUPAN
D07XB;CEMALYT
J01DC;CEMETOL
J04AC;CEMIDON
A06AC;CENAT GRANULADO
D07AB;CENEO
J06BA;CENGAMA ANTIALERGICA
S01GA;CENTILUX
N06AB;CENTREN
M01AH;CEOXX
J01CE;CEPACILINA
N02AX;CEPARIDIN
J01DD;CEPIFRAN
J01DA;CEPORACIN
J01DA;CEPOREX
A02BC;CEPRANDAL
J01MA;CEPRIMAX
B01AD;CEPROTIN
G03AC;CERAZET
N02BA;CEREBRINO MANDRI
A16AB;CEREDASE
C04AX;CEREDILAN
N03AB;CERENEU
V09AA;CERETEC
A16AB;CEREZYME
A11BA;CERNEVIT
L04AA;CERTICAN
S02DC;CERUMENOL GOTAS
J07BM;CERVARIX
C04AX;CERVOXAN
C09AA;CESPLON
C09AA;CESPLON COR
C09BA;CESPLON PLUS
M01AB;CETANOVO
D08AJ;CETAVLON
R06AE;CETIMERCK
R03BC;CETIMIL
R06AE;CETIRIZINA
C04AX;CETOVINCA
J01MA;CETRAXAL
S02AA;CETRAXAL OTICO
S02CA;CETRAXAL PLUS
H01CC;CETROTIDE
A11GA;CEUNO MAST
N07BA;CHAMPIX
R03DA;CHANTALINE
A05AA;CHELOBIL
J01BA;CHEMICETINA
J01AA;CHEMICICLINA
J01XE;CHEMIOFURIN
A05AA;CHENOLIT
S01XA;CHIBRO UVELINA
S01AX;CHIBROXIN
R06AE;CHICLIDA
A15AA;CHILDREVIT SOLUCION 150 ML
N01BB;CHIROCANE
J07BB;CHIROFLU
J07BB;CHIROMAS
J01BA;CHLOROMYCETIN
J01BA;CHLOROMYCETIN PALMITATO
J01BA;CHLOROMYCETIN SUCCINATO
R03DA;CHOLEDYL
C10AC;CHOLESTAGEL
A05AB;CHOLIPIN
A09AA;CHYMAR ORAL
A09AA;CHYMAR ORAL FORTE
J01AA;CHYMOCYCLAR FORT 
J01AA;CHYMOCYCLAR NORM 
M09AB;CHYMODIACTIN
G04BE;CIALIS
J01CA;CIARBIOT
H05BA;CIBACALCINA
C09AA;CIBACEN
C09BA;CIBADREX
N02BB;CIBALGINA
N02BE;CIBALGINA COMPUESTA
D03AX;CICATRAL POMADA
G01AF;CICER
D01AE;CICLOCHEM
D01AE;CICLOCHEM UÑAS
G01AX;CICLOCHEM VAGINAL
N06BX;CICLOFALINA
D01AE;CICLONUTRAX
S01FA;CICLOPEGIC LLORENS
D01AE;CICLOPIROX OLAMINA
L04AD;CICLOSPORINA
L01AA;CICLOXAL
J01CE;CIDAN CILINA
J01GA;CIDAN EST
N01BB;CIDANCAINA SIMPLE
A03FA;CIDINE
S02AA;CIFLOT
C09AA;CILAZAPRIL
J01DA;CILICEF
R01AB;CILINAFOSAL DIHIDROESTREPTOMICINA
R01AB;CILINAFOSAL GOTAS NASALES
R01AD;CILINAFOSAL HIDROCORTISONA GOTAS NASALES
R01AB;CILINAFOSAL NEOMICINA GOTAS NASALES
G01AE;CILINAVAGIN NEOMICINA OVULOS
J01CA;CILINVITA BRONQUIAL
J01CE;CILIPEN
J01FF;CILLIMICINA
A12AA;CIMASCAL
A12AX;CIMASCAL D FORTE
A12AX;CIMASCAL D FORTE FLAS
A02BA;CIMETIDINA
L04AB;CIMZIA
N07CA;CINARIZINA
N06AX;CINCOFARM
M01AE;CINCOPAL
D08AK;CINFACROMIN
R05X;CINFAGRIP
R06AA;CINFAMAR
R06AA;CINFAMAR CAFEINA
R05CB;CINFAMUCOL
S02CA;CINFAOTIN GOTAS OTICAS
R05DA;CINFATOS
R05FA;CINFATOS COMPLEX
R05DA;CINFATOS DESCONGESTIVO
R05FA;CINFATOS EXPECTORANTE
A13AA;CINFAVIT COMPLEX
A03FA;CINITAPRIDA
B02AB;CINRYZE
A02BA;CINULCUS
J01MA;CIPOBACTER
N06AB;CIPRALEX
S02AA;CIPRENIT OTICO
J01MA;CIPROACTIN
J01MA;CIPROCTAL
J01MA;CIPROFLOXACINO
J01MA;CIPROK
S02AA;CIPROXINA SIMPLE GOTAS OTICAS
C04AX;CIRCOVENIL FUERTE
C05CX;CIRCOVENIL GEL GEL 50 G
C04AX;CIRCULARINA
A05AX;CIRKUHEP
N06BX;CIRKUPAZ
N05CM;CIRKUSED
B01AC;CISAL
A03FA;CISAPRIDA
M03AC;CISATRACURIO
R05CB;CISBEDAL
N05AF;CISORDINOL
L01XA;CISPLATINO RCA
D11AX;CISTINA
N06AB;CITALMYLAN
N06AB;CITALOPRAM
N06AB;CITALVIR
N01BB;CITANEST
N01BB;CITANEST OCTAPRESSIN
L01BC;CITARABINA
J02AC;CITIGES
A02AH;CITINOIDES
A07CA;CITORSAL
A06AB;CITRAFLEET
V09HX;CITRATO DE GALIO
A02BC;CITREL
A07AA;CITROCIL
A11GA;CITROLIDER
A11GA;CITROVIT
R06AX;CIVERAN
R06AX;CIVERAN FLAS
J01DD;CLAFORAN
B03AE;CLAMARVIT
J01CA;CLAMOXYL
R05CZ;CLAMOXYL MUCOLITICO
A03FA;CLANZOFLAT
A03FA;CLANZOL
D07AC;CLARAL
D07AC;CLARAL FTE
D07BC;CLARAL PLUS
D07AD;CLARELUX
R01BA;CLARINASE REPETABS
J01FA;CLARITROMICINA
R06AX;CLARITYNE
R06AX;CLARITYNE FLAS
R01BA;CLARITYNE PLUS
N05BA;CLARMYL
V08AB;CLAROGRAF
S01XA;CLARVISAN
J01CR;CLAVEPEN
A07EC;CLAVERSAL
J01CR;CLAVUCID
J01CR;CLAVUMOX
A03FA;CLEBORIL
B01AB;CLEXANE
B01AB;CLEXANE FORTE
G02CX;CLIMADONNA
G03HB;CLIMEN
G03FA;CLIMODIEN
C04AE;CLINADIL
C04AE;CLINADIL COMPOSITUM
J01FF;CLINDAMICINA
B05BA;CLINIMIX
B05BA;CLINOLEIC
B05BA;CLINOMEL
J01FF;CLINWAS
D10AF;CLINWAS TOPICO
G03CA;CLIOGAN
A07EA;CLIPPER
C09AA;CLIPTO
J01CA;CLIPTOBIOTICO
G03HB;CLISIN
A06AD;CLISMA BIEFFE MEDITAL
A06AG;CLISTERAN
C08DB;CLOBENDIAN RETARD
D07AD;CLOBEX
G03GB;CLOMIFENO
N05BA;CLOPAX
R05DB;CLOPERASTINA
B01AC;CLOPIDOGREL
N05AF;CLOPIXOL
S01CA;CLORAM HEMIDEXA
S01AA;CLORAM ZINC
J01BA;CLORAMPLAST
S01AA;CLORANFENICOL  COLIRIO
R02AA;CLORASEPTIC
A01AB;CLORATO POTASICO
N05BA;CLORAZEPATO
A10BB;CLORDIABET
N01BX;CLORETILO CHEMIROSA
A01AB;CLORHEXIDINA
C01CA;CLORHIDRATO DOPAMINA
D08AX;CLORINA HEYDEN
A01AD;CLOROBORAL
J01BA;CLOROFENICINA
A01AD;CLOROFILA
P01BA;CLOROQUINA
N05AA;CLORPROMAZINA
B05XA;CLORURO AMONICO
B05XA;CLORURO CALCICO
V09IB;CLORURO DE INDIO
V04CX;CLORURO DE LITIO
V09GX;CLORURO DE TALIO
N02AA;CLORURO MORFICO
B05XA;CLORURO POTASICO
B05BB;CLORURO SODICO
D08AC;CLORXIL
D01AC;CLOTRASONE
D01AC;CLOTRIMAZOL  SOLUCION
G01AF;CLOTRIMAZOL VAGINAL
D07AD;CLOVATE
J01CF;CLOXACILINA
N05AH;CLOZABRAIN
J01CA;CO AMOXIN
C09DA;CO ANGIOSAN
C09DA;CO ANGIOSAN FORTE
A01AD;CO BUCAL
C09DA;CO DIOVAN
C09DA;CO DIOVAN FORTE
D07AC;CO FLUOCIN FUERTE
A11EA;CO HEPA B12
C09DA;CO NOVASAN FORTE
C09BA;CO RENITEC
C09DA;CO VALS
C09DA;CO VALS FORTE
B03BA;CO VITAM B 12
C09DA;COAPROVEL
A15AA;COBAMAS
R06AE;COBIONA
A13AA;COCARDOCE A M P
M01AX;COCRESOL
N02BE;COD EFFERALGAN
R03DB;CODEFILONA
R05DA;CODEISAN
M01AX;CODEROL
R05DA;CODIPRONT
R05DA;CODURETAS
N05CM;COENRELAX
A13AA;COENZIMA UTP
R05X;COFIGRIP
N02BE;COFLUMOL
N06DA;COGNEX
C05AA;COHORTAN RECTAL
A05AX;COLAMBIL
N02CC;COLATAN
M04AC;COLCHICINA SEID
M04AC;COLCHICINE HOUDE
M04AC;COLCHIMAX
V08AC;COLEBRINA
V08AC;COLEGRAF
C10AA;COLEMIN
C10AA;COLEMIN FORTE
C01DA;COLENITRAL
C10AC;COLESTID
C10AA;COLESVIR
J01XB;COLIMICINA
S01HA;COLIRCUSI ANESTESICO
S01XA;COLIRCUSI ANTIEDEMA
S01GA;COLIRCUSI ASTRINGENTE
S01FA;COLIRCUSI ATROPINA
S01AA;COLIRCUSI AUREOMICINA
S01HA;COLIRCUSI BENOXINATO
S01CA;COLIRCUSI BETAMIDA
S01FA;COLIRCUSI CICLOPLEJICO
S01AA;COLIRCUSI CLORANF SUCCI
S01AA;COLIRCUSI CLORANFENICOL
S01CA;COLIRCUSI DE ICOL
S01CB;COLIRCUSI DEXAM CONSTRIC
S01BA;COLIRCUSI DEXAMETASONA
C01CA;COLIRCUSI EPINEFRINA
S01FA;COLIRCUSI ESCOPOLAMINA
S01FB;COLIRCUSI FENILEFRINA
S01JA;COLIRCUSI FLUORESCEINA
S01JA;COLIRCUSI FLUOTEST
S01CA;COLIRCUSI GENTADEXA
S03CA;COLIRCUSI GENTADEXA OTICO OFTALMICO
S01AA;COLIRCUSI GENTAMICINA
S01CA;COLIRCUSI HIDROCORT NEOM
S01BA;COLIRCUSI HIDROCORTISONA
S01FA;COLIRCUSI HOMATROPINA
S01XA;COLIRCUSI HUMECTANTE
S01BB;COLIRCUSI MEDRIVAS
S01CB;COLIRCUSI MEDRIVAS ANTIBIOTICO
S01AA;COLIRCUSI NEOMICINA
S01AA;COLIRCUSI OXITETRACICLIN
S01EB;COLIRCUSI PILOCARPINA
S01AB;COLIRCUSI SULFACETAMIDA
S01FA;COLIRCUSI TROPICAMIDA
S01GA;COLIRCUSI VASOCONSTRICTO
S01AD;COLIRCUSI VIRUCIDA IDU
S01GA;COLIRIO ALFA
S01BB;COLIRIO LLORENS FLUORVAS
S01BZ;COLIRIO LLORENS HEMIDEXA
S01BZ;COLIRIO LLORENS HEMIDEXA ANTIHISTAMINICO
S01FA;COLIRIO LLORENS HOMATROPINA
S01BB;COLIRIO LLORENS MEVASO
S01FA;COLIRIO LLORENS MIDRIATICO
S01CA;COLIRIO LLORENS NEODEXA
S01BB;COLIRIO OCUL ANTIALERGIC
S01FA;COLIRIO OCUL ATROPINA
S01AA;COLIRIO OCUL AUREOMICINA
S01FA;COLIRIO OCUL CICLOPLEJIC
S01CA;COLIRIO OCUL DEXA FENIC
S01BB;COLIRIO OCUL DEXA VASOC
S01FB;COLIRIO OCUL FENILEFRINA
S01CA;COLIRIO OCUL FLUO FENIC
S01CB;COLIRIO OCUL FLUO VASOCONSTRICTOR
S01JA;COLIRIO OCUL FLUORESCEIN
S01AA;COLIRIO OCUL GENTAMICINA
S01CA;COLIRIO OCUL HIDRO CLORA
S01CA;COLIRIO OCUL HIDROCORTISONA NEOMICINA
S01FA;COLIRIO OCUL HOMATROPINA
S01AD;COLIRIO OCUL IDU
S01XA;COLIRIO OCUL NANDROLONA
S01AA;COLIRIO OCUL NEOMICINA
S01EB;COLIRIO OCUL PILOCARPINA
S01GA;COLIRIO OCUL VASOCONSTRICTOR
S01AA;COLIRIO OCUL VASOCONSTRICTOR ANTIBIOTICO
S01AA;COLIRIO OCULOS CLORANFENICOL
S01AA;COLIRIOCILINA
S01GA;COLIRIOCILINA ADRENO-ASTRINGENTE
S01AA;COLIRIOCILINA DHD ESTREP
S01AA;COLIRIOCILINA ESPECTRO
S01AA;COLIRIOCILINA ESPECTROMICINA
S01AA;COLIRIOCILINA GENTAMICINA
S01FA;COLIRIOCILINA HOMATROP
S01AA;COLIRIOCILINA NEOMICINA
S01CA;COLIRIOCILINA PREDNISONA
S01AB;COLIRIOCILINA SULFACETAM
J01XB;COLISTIMETATO DE SODIO G.E.S.
J01XB;COLIXIN
N07BB;COLME
R05X;COLNIDIN
A07FA;COLOPTEN
G03CA;COLPOTROFIN
G03DB;COLPRO
G03DA;COLPROSTERONE
A07AX;COMBIASE
M01AB;COMBIFLEX
