"name","valueType","entityType","mimeType","unit","occurrenceGroup","repeatable","categories:es","categories:ca","opal::derivedFrom","maelstrom::administrative_information:en","questionName","maelstrom::data_source:en","script","maelstrom::uuid","stage","questionnaire","label:es","description:es","labelNext:es","labelPrevious:es","labelStart:es","labelFinish:es","labelInterrupt:es","labelResume:es","labelCancel:es","conclusion:es","label:ca","description:ca","labelNext:ca","labelPrevious:ca","labelStart:ca","labelFinish:ca","labelInterrupt:ca","labelResume:ca","labelCancel:ca","conclusion:ca","section","page","required","maxCount"
"EPOC_MEDICACION_1_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_EPOC","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_EPOC').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_1_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_EPOC","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_EPOC.MEDICAMENTO.MEDICAMENTO_EPOC')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_1_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_EPOC","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_EPOC.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_1_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_EPOC","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_EPOC.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_1_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_EPOC","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_EPOC.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_1_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_EPOC","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_EPOC.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_2_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_EPOC_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_EPOC_2').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_2_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_EPOC_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_EPOC_2.MEDICAMENTO.MEDICAMENTO_EPOC_2')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_2_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_EPOC_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_EPOC_2.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_2_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_EPOC_2","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_EPOC_2.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_2_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_EPOC_2","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_EPOC_2.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_2_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_EPOC_2","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_EPOC_2.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_3_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_EPOC_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_EPOC_3').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_3_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_EPOC_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_EPOC_3.MEDICAMENTO.MEDICAMENTO_EPOC_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_3_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_EPOC_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_EPOC_3.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_3_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_EPOC_3","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_EPOC_3.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_3_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_EPOC_3","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_EPOC_3.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC_MEDICACION_3_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_EPOC_3","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_EPOC_3.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/DIAGNOSTICO_ASMA","Questionnaire/Interview related information","H13","Questionnaire","$('DIAGNOSTICO_ASMA.EDAD_DIAGNOSTICO.EDAD_DE_DIAGNOSTICO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_EDAD_RANGO","text","Participant","","","","false","1=Menos de 10;2=De 10 a 20;3=De 20 a 30;4=De 30 a 40;5=De 40 a 50;6=De 50 a 60;7=De 60 a 70;8=Más de 70;0=No sabe/No contesta","1=Menys de 10;2=De 10 a 20;3=De 20 a 30;4=De 30 a 40;5=De 40 a 50;6=De 50 a 60;7=De 60 a 70;8=Més de 70;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/DIAGNOSTICO_ASMA","Questionnaire/Interview related information","H13","Questionnaire","$('DIAGNOSTICO_ASMA.RANGO_EDAD.RANG_EDAD').map({'MENOS_10': 1, '10_20': 2, '20_30': 3, '30_40': 4, '40_50': 5, '50_60': 6, '60_70': 7, 'MAS_70': 8, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_1_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_ASMA","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_ASMA').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_1_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_ASMA","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_ASMA.MEDICAMENTO.MEDICAMENTO_ASMA')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_1_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_ASMA","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_ASMA.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_1_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_ASMA","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_ASMA.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_1_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_ASMA","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_ASMA.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_1_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_ASMA","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_ASMA.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_2_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_ASMA_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_ASMA_2').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_2_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_ASMA_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_ASMA_2.MEDICAMENTO.MEDICAMENTO_ASMA_2')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_2_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_ASMA_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_ASMA_2.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_2_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_ASMA_2","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_ASMA_2.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_2_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_ASMA_2","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_ASMA_2.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_2_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_ASMA_2","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_ASMA_2.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_3_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_ASMA_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_ASMA_3').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_3_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_ASMA_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_ASMA_3.MEDICAMENTO.MEDICAMENTO_ASMA_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_3_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_ASMA_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_ASMA_3.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_3_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_ASMA_3","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_ASMA_3.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_3_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_ASMA_3","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_ASMA_3.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ASMA_MEDICACION_3_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_ASMA_3","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_ASMA_3.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/DIAGNOSTICO_OSTEOPOROSIS","Questionnaire/Interview related information","H13","Questionnaire","$('DIAGNOSTICO_OSTEOPOROSIS.EDAD_DIAGNOSTICO.EDAD_DE_DIAGNOSTICO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_EDAD_RANGO","text","Participant","","","","false","1=Menos de 10;2=De 10 a 20;3=De 20 a 30;4=De 30 a 40;5=De 40 a 50;6=De 50 a 60;7=De 60 a 70;8=Más de 70;0=No sabe/No contesta","1=Menys de 10;2=De 10 a 20;3=De 20 a 30;4=De 30 a 40;5=De 40 a 50;6=De 50 a 60;7=De 60 a 70;8=Més de 70;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/DIAGNOSTICO_OSTEOPOROSIS","Questionnaire/Interview related information","H13","Questionnaire","$('DIAGNOSTICO_OSTEOPOROSIS.RANGO_EDAD.RANG_EDAD').map({'MENOS_10': 1, '10_20': 2, '20_30': 3, '30_40': 4, '40_50': 5, '50_60': 6, '60_70': 7, 'MAS_70': 8, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_1_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_OSTEOPOROSIS","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_OSTEOPOROSIS').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_1_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_OSTEOPOROSIS","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_OSTEOPOROSIS.MEDICAMENTO.MEDICAMENTO_OSTEOPOROSIS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_1_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_OSTEOPOROSIS","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_OSTEOPOROSIS.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_1_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_OSTEOPOROSIS","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_OSTEOPOROSIS.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_1_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_OSTEOPOROSIS","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_OSTEOPOROSIS.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_1_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_OSTEOPOROSIS","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_OSTEOPOROSIS.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_2_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_OSTEOPOROSIS_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_OSTEOPOROSIS_2').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_2_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_OSTEOPOROSIS_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_OSTEOPOROSIS_2.MEDICAMENTO.MEDICAMENTO_OSTEOPOROSIS_2')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_2_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_OSTEOPOROSIS_2","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_OSTEOPOROSIS_2.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_2_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_OSTEOPOROSIS_2","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_OSTEOPOROSIS_2.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_2_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_OSTEOPOROSIS_2","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_OSTEOPOROSIS_2.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_2_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_OSTEOPOROSIS_2","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_OSTEOPOROSIS_2.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_3_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_OSTEOPOROSIS_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_OSTEOPOROSIS_3').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_3_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_OSTEOPOROSIS_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_OSTEOPOROSIS_3.MEDICAMENTO.MEDICAMENTO_OSTEOPOROSIS_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_3_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_OSTEOPOROSIS_3","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_OSTEOPOROSIS_3.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_3_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_OSTEOPOROSIS_3","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_OSTEOPOROSIS_3.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_3_FRECUENCIA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/FRECUENCIA_OSTEOPOROSIS_3","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_OSTEOPOROSIS_3.FRECUENCIA_MEDICAMENTO.FRECUENCIA_CANCER_3')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSTEOPOROSIS_MEDICACION_3_FRECUENCIA_UNIDADES","text","Participant","","","","false","1=Día;2=Semana;3=Mes;0=No sabe/No contesta","1=Dia;2=Setmana;3=Mes;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FRECUENCIA_OSTEOPOROSIS_3","Questionnaire/Interview related information","H14","Questionnaire","$('FRECUENCIA_OSTEOPOROSIS_3.FRECUENCIA_MEDICAMENTO.UNITATS_FRECUENCIA_CANCER_3').map({'DIA': 1, 'SEMANA': 2, 'MES': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"DEPRESION_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/DIAGNOSTICO_DEPRESION","Questionnaire/Interview related information","H13","Questionnaire","$('DIAGNOSTICO_DEPRESION.EDAD_DIAGNOSTICO.EDAD_DE_DIAGNOSTICO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"DEPRESION_EDAD_RANGO","text","Participant","","","","false","1=Menos de 10;2=De 10 a 20;3=De 20 a 30;4=De 30 a 40;5=De 40 a 50;6=De 50 a 60;7=De 60 a 70;8=Más de 70;0=No sabe/No contesta","1=Menys de 10;2=De 10 a 20;3=De 20 a 30;4=De 30 a 40;5=De 40 a 50;6=De 50 a 60;7=De 60 a 70;8=Més de 70;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/DIAGNOSTICO_DEPRESION","Questionnaire/Interview related information","H13","Questionnaire","$('DIAGNOSTICO_DEPRESION.RANGO_EDAD.RANG_EDAD').map({'MENOS_10': 1, '10_20': 2, '20_30': 3, '30_40': 4, '40_50': 5, '50_60': 6, '60_70': 7, 'MAS_70': 8, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"DEPRESION_MEDICACION_1_USO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/MEDICACION_DEPRESION","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICACION_DEPRESION').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"DEPRESION_MEDICACION_1_TIPO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_DEPRESION","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_DEPRESION.MEDICAMENTO.MEDICAMENTO_DEPRESION')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"DEPRESION_MEDICACION_1_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MEDICAMENTO_DEPRESION","Questionnaire/Interview related information","H14","Questionnaire","$('MEDICAMENTO_DEPRESION.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"DEPRESION_MEDICACION_1_EDAD","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/EDAD_MEDICAMENTO_DEPRESION","Questionnaire/Interview related information","H14","Questionnaire","$('EDAD_MEDICAMENTO_DEPRESION.EDAD_MEDICAMENTO.EDAD_MEDICAMENTO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
